,name,address,location,amentities,price,rating,no of reviews,city,Check_in_date,Check_out_date
572,Chateau Windsor Hotel,"86, Veer Nariman Road, Next to Ambassador Hotel, Mumbai, Maharashtra, 400020, India","0.7 km to city centre
19 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingPet-friendlyAirport transferRestaurantInternet access,"Rs15,600",,,Mumbai,12/02/2021,16/02/2021
573,Hexa Axis,"Opp. Chandivali Petrol Pump, Opp. Saki Vihar Road, Mumbai, Maharashtra, 400072, India","21 km to city centre
2.8 km to Chhatrapati Shivaji International Airport (BOM)",Free parking,"Rs11,115",,,Mumbai,12/02/2021,16/02/2021
574,The Royal Orchid,"83A Chembur Govand Road, Chembur, Mumbai, Maharashtra, 400071, India","16 km to city centre
5.1 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingRestaurantBar,"Rs14,000",,,Mumbai,12/02/2021,16/02/2021
575,Bawa Regency,"Gokul Das Pasta Road, Behind Chitra Cinema Dadar East, Mumbai, Maharashtra, 400014, India","9.1 km to city centre
10 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transfer,"Rs12,195",,,Mumbai,12/02/2021,16/02/2021
576,Hotel Leafio Marigold Marol,"Marol Maroshi Rd, Andheri East, Mumbai, Maharashtra, 400059, India","20 km to city centre
1.3 km to Chhatrapati Shivaji International Airport (BOM)",Airport transferRestaurant,"Rs7,197",,,Mumbai,12/02/2021,16/02/2021
577,The Leela Mumbai,"Sahar, Mumbai, Maharashtra, 400059, India","20 km to city centre
1.1 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs25,580",Superb 9.0,,Mumbai,12/02/2021,16/02/2021
578,Hexa Magnet,"AG Link Road, Nr Swastik Company,Opo., Noor Bakery,Nr Sakinaka Metro Station,, Mumbai, Maharshtra, 400072, India","20 km to city centre
1.6 km to Chhatrapati Shivaji International Airport (BOM)",Free parking,"Rs13,000",,,Mumbai,12/02/2021,16/02/2021
579,ibis Navi Mumbai Hotel,"D 266 TTC Industrial Estate Turbhe, Navi Mumbai, 400705, India","25 km to city centre
16 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingGymRestaurantBarConnecting rooms available,"Rs9,200",,,Mumbai,12/02/2021,16/02/2021
580,Hotel Delight,"232 Ebrahim Rehmattullah Road, Mohammad R Bldg,Ground Floor, Mumbai, MH, 400003, India","2.8 km to city centre
16 km to Chhatrapati Shivaji International Airport (BOM)",,"Rs13,140",,,Mumbai,12/02/2021,16/02/2021
581,Hotel Accord Mumbai,"32, J. Nehru Road, Santacruz East, Mumbai, Maharashtra, 400055, India","17 km to city centre
3.8 km to Chhatrapati Shivaji International Airport (BOM)",Parking availableAirport transferConnecting rooms available,"Rs9,163",,,Mumbai,12/02/2021,16/02/2021
582,Hotel Accord Mumbai,"32, J. Nehru Road, Santacruz East, Mumbai, Maharashtra, 400055, India","17 km to city centre
3.8 km to Chhatrapati Shivaji International Airport (BOM)",Parking availableAirport transferConnecting rooms available,"Rs9,163",,,Mumbai,12/02/2021,16/02/2021
583,The Park Mumbai,"Plot No. 5 B (CTS 1005), Juhu Tara Road, Santacruz West, Mumbai, MH, 400049, India","19 km to city centre
4.9 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transferAir Conditioning,"Rs19,550",,,Mumbai,12/02/2021,16/02/2021
584,Sky suites by Monarch,"Fairmount by metro ,Plot number 4 & 6, off Palm Beach road Sector 17, Santada, Navi Mumbai, Maharashtra, 400705, India","23 km to city centre
14 km to Chhatrapati Shivaji International Airport (BOM)",,"Rs8,469",,,Mumbai,12/02/2021,16/02/2021
585,Hotel Regal Enclave,"4th Road, Near Khar Market, Khar West, Mumbai, Maharashtra, 400052, India","15 km to city centre
5.1 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs12,320",,,Mumbai,12/02/2021,16/02/2021
586,Golden Chariot The Boutique Hotel,"Axis Bank Lane, Marol Pipe Line Road, Andheri East, Mumbai, Maharashtra, 400059, India","20 km to city centre
1.0 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAir Conditioning,"Rs8,800",,,Mumbai,12/02/2021,16/02/2021
587,Taj Lands End,"Byramji Jeejeebhoy Road, Bandstand, Bandra West, Mumbai, Maharashtra, 400050, India","13 km to city centre
8.5 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs49,400",,,Mumbai,12/02/2021,16/02/2021
588,Hexa Wellington,"Plot No 4,Savarkar Nagar Road,Nr Mohili, Hospital & Asalpha Metro Station Andheri, Mumbai, Maharshtra, 400072, India","20 km to city centre
1.9 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAir Conditioning,"Rs13,000",,,Mumbai,12/02/2021,16/02/2021
589,The Oberoi Mumbai,"Nariman Point, Mumbai, Maharashtra, 400 021, India","1.3 km to city centre
20 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs39,250",Exceptional 9.6,,Mumbai,12/02/2021,16/02/2021
590,Meluha - The Fern,"Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra, 400076, India","22 km to city centre
4.4 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferRestaurantBarBathtub,"Rs21,312",,,Mumbai,12/02/2021,16/02/2021
591,Ascot Hotel,"38 Garden Road, Colaba, Mumbai, Maharashtra, 400039, India","1.5 km to city centre
21 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transferRestaurantBathtubInternet accessConnecting rooms available,"Rs19,998",,,Mumbai,12/02/2021,16/02/2021
592,The Fern Goregaon,"4/277 I.B Patel Road, Behind HP Petrol, Pump, Village Pahadi, Goregaon East, Mumbai, Maharashtra, 400063, India","26 km to city centre
7.2 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferGymRestaurantConnecting rooms available,"Rs17,200",,,Mumbai,12/02/2021,16/02/2021
593,The Fern Goregaon,"4/277 I.B Patel Road, Behind HP Petrol, Pump, Village Pahadi, Goregaon East, Mumbai, Maharashtra, 400063, India","26 km to city centre
7.2 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferGymRestaurantConnecting rooms available,"Rs17,200",,,Mumbai,12/02/2021,16/02/2021
594,Hotel Residency Park,"72/80 Yusuf Meher Ali Road, Grain Seed House, Mumbai, Mumbai, 400003, India","2.4 km to city centre
17 km to Chhatrapati Shivaji International Airport (BOM)",,"Rs6,127",,,Mumbai,12/02/2021,16/02/2021
595,The Fountain Inn - Fort,"A, Floor-1, Plot-66, Office, Janmabhoomi Marg, Hutatma Chowk, Fort, Mumbai, Maharashtra, 400001, India","0.2 km to city centre
19 km to Chhatrapati Shivaji International Airport (BOM)",,"Rs8,730",,,Mumbai,12/02/2021,16/02/2021
596,Hexa National,"Opp. Mahalaxmi Hotel,Sag Baug,Behind, Mahesh Lunch Home,AK Road, Marol, Mumbai, Maharshtra, 400059, India","20 km to city centre
1.4 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transfer,"Rs20,000",,,Mumbai,12/02/2021,16/02/2021
597,White Pearl,"HNAA Marg, Mumbai, MH, 400005, India","1.6 km to city centre
21 km to Chhatrapati Shivaji International Airport (BOM)",,"Rs3,996",,,Mumbai,12/02/2021,16/02/2021
598,KF Residency,"Next to Kurla Court, L.B.S Road, Kurla West, Mumbai, Maharashtra, 400070, India","15 km to city centre
4.1 km to Chhatrapati Shivaji International Airport (BOM)",Airport transfer,"Rs5,461",,,Mumbai,12/02/2021,16/02/2021
599,Hotel Park View Mumbai,"37 Lallubhai Park Rd, Mumbai, MH, 400058, India","20 km to city centre
3.5 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transferRestaurantBar,"Rs8,454",,,Mumbai,12/02/2021,16/02/2021
600,Hotel Regal Palace,"Opera House, Tata Road No 1, Opp.Roxy Cinema, Sopariwala Estate, Mumbai, 400004, India","2.9 km to city centre
17 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transfer,"Rs9,717",,,Mumbai,12/02/2021,16/02/2021
601,"Svenska Design Hotel, Mumbai","F-73/74, Oberoi Complex, Off Link Road, Lokhandwala, Mumbai, Maharashtra, 400053, India","23 km to city centre
6.3 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transferSpaGymRestaurantBar,"Rs15,991",,,Mumbai,12/02/2021,16/02/2021
602,Hotel Bombay International,"Kedy Compund, Nr Bombay Mercantile Bank, Nagpada Junction, Mumbai, Maharashtra, 400008, India","3.9 km to city centre
15 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transfer,"Rs8,000",,,Mumbai,12/02/2021,16/02/2021
603,Hotel Orient Regency,"292/298, Maulana Shaukat Ali Road, Near Shalimar Cinema, Mumbai, MH, 400007, India","3.4 km to city centre
16 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transferRestaurant,"Rs10,877",,,Mumbai,12/02/2021,16/02/2021
604,Hotel Orient Regency,"292/298, Maulana Shaukat Ali Road, Near Shalimar Cinema, Mumbai, MH, 400007, India","3.4 km to city centre
16 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transferRestaurant,"Rs10,877",,,Mumbai,12/02/2021,16/02/2021
605,Ocean Suites Hotel,"101-A, 1st Floor, Shah Ind. Estate, Finch Restaurant ,Opp. Hyundai Showroom, Mumbai, maharastra, 400072, India","21 km to city centre
2.3 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingRestaurant,"Rs10,800",,,Mumbai,12/02/2021,16/02/2021
606,Lucky Hotel Bandra,"Juction of SV Road and Hill Road, Bandra West, Mumbai, Maharashtra, 400050, India","14 km to city centre
6.4 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transferRestaurant,"Rs9,000",,,Mumbai,12/02/2021,16/02/2021
607,Ramada by Wyndham Navi Mumbai,"Bldg 156 Millenium Business Pk, Navi Mumbai, Maharashtra, 400710, India","28 km to city centre
15 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferGymRestaurantBar,"Rs16,000",,,Mumbai,12/02/2021,16/02/2021
608,Theory9 Premium Serviced Apartments Khar,"Plot No. 764, 5th Road, Khar West, Behind Rajasthan Restaurant, Mumbai, Maharashtra, 400052, India","15 km to city centre
5.2 km to Chhatrapati Shivaji International Airport (BOM)",,"Rs16,619",,,Mumbai,12/02/2021,16/02/2021
609,Hotel Hometown Near Sion,"57, New Naik Nagar, L.B.S. Marg, Near, Maharashtra Weight Bridge, Sion (West), Mumbai, Maharashtra, 400070, India","14 km to city centre
5.3 km to Chhatrapati Shivaji International Airport (BOM)",Free parking,"Rs8,996",,,Mumbai,12/02/2021,16/02/2021
610,Hotel Crystal Luxury INN,"Sahil CHS. Ltd., 1st & 2nd Floor, S.V. Road, Opp. Bandra Jama Masjid, Mumbai, Maharashtra, 400050, India","13 km to city centre
6.6 km to Chhatrapati Shivaji International Airport (BOM)",Free parking,"Rs9,356",,,Mumbai,12/02/2021,16/02/2021
611,Bentley Hotel Churchgate,"Krishna Mahal, 3rd Floor, Marine Drive, Churchgate, Mumbai, Maharashtra, 400 020, India","0.9 km to city centre
19 km to Chhatrapati Shivaji International Airport (BOM)",Airport transfer,"Rs12,000",,,Mumbai,12/02/2021,16/02/2021
612,Hotel Universal Garden,"Universal majestic,1 F2B,1st Floor, opp., RBK School, near Chedda Nagar, Mumbai, Maharashtra, 400043, India","17 km to city centre
5.9 km to Chhatrapati Shivaji International Airport (BOM)",Free parking,"Rs10,000",,,Mumbai,12/02/2021,16/02/2021
613,Hotel Broadway,"1st & 2nd Floor, 49/51, Mathrudas Bldg., Mandik Road, Colaba Causeway, Mumbai, Maharashtra, 400005, India","1.1 km to city centre
20 km to Chhatrapati Shivaji International Airport (BOM)",Airport transfer,"Rs14,400",,,Mumbai,12/02/2021,16/02/2021
614,Sharda residency,"188/h sharda mansion, dr. babasaheb ambedkar road dadar east, Mumbai, maharashtra, 400014, India","9.2 km to city centre
10 km to Chhatrapati Shivaji International Airport (BOM)",Free parking,"Rs3,400",,,Mumbai,12/02/2021,16/02/2021
615,Sharda residency,"188/h sharda mansion, dr. babasaheb ambedkar road dadar east, Mumbai, maharashtra, 400014, India","9.2 km to city centre
10 km to Chhatrapati Shivaji International Airport (BOM)",Free parking,"Rs3,400",,,Mumbai,12/02/2021,16/02/2021
616,Sofitel Mumbai BKC Hotel,"C-57, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra, 400051, India","16 km to city centre
3.6 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingPet-friendlyAirport transferSpaGym,"Rs29,200",Superb 9.0,,Mumbai,12/02/2021,18/02/2021
617,Courtyard by Marriott Mumbai International Airport,"CTS 215, Andheri Kurla Road, Andheri-East, Mumbai, Maharashtra, 400 059, India","20 km to city centre
1.9 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs21,050",,,Mumbai,12/02/2021,18/02/2021
618,Hotel Supreme,"4 Panday Road, Cuffe Parade, Colaba, Mumbai, Maharashtra, 400005, India","2.3 km to city centre
21 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transferRestaurant,"Rs11,396",,,Mumbai,12/02/2021,18/02/2021
619,Hotel Supreme,"4 Panday Road, Cuffe Parade, Colaba, Mumbai, Maharashtra, 400005, India","2.3 km to city centre
21 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingAirport transferRestaurant,"Rs11,396",,,Mumbai,12/02/2021,18/02/2021
620,Treebo Trend Olive Nest,"Nirlok Est., Opp. Bombay Talkies Cmpnd, Harun Khan Road, Mumbai, Maharashtra, 400064, India","28 km to city centre
9.8 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingRestaurant,"Rs14,814",,,Mumbai,12/02/2021,18/02/2021
621,Grand Hyatt Mumbai Hotel and Serviced Apartments,"Bandra Kurla Complex vicinity, Off Western Express Highway, Vakola, Mumbai, Maharashtra, 400 055, India","16 km to city centre
3.5 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingPet-friendlyAirport transferSpaGym,"Rs26,775",,,Mumbai,12/02/2021,18/02/2021
622,Grand Hyatt Mumbai Hotel and Serviced Apartments,"Bandra Kurla Complex vicinity, Off Western Express Highway, Vakola, Mumbai, Maharashtra, 400 055, India","16 km to city centre
3.5 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingPet-friendlyAirport transferSpaGym,"Rs26,775",,,Mumbai,12/02/2021,18/02/2021
623,JW Marriott Mumbai Sahar,"IA Project Road, Chhatrapati Shivaji Intl Airport, Mumbai, Maharashtra, 400099, India","20 km to city centre
0.5 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs29,100",,,Mumbai,12/02/2021,18/02/2021
624,The St. Regis Mumbai,"462 Senapati Bapat Marg, Lower Parel, Mumbai, Maharashtra, 400013, India","6.8 km to city centre
13 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingSpaGymRestaurantBar,"Rs43,000",Superb 9.2,,Mumbai,12/02/2021,18/02/2021
625,The Orchid- Ecotel Mumbai Airport,"Nehru Road, Vile Parle East, Adjacent to Domestic Airport, Mumbai, Maharashtra, 400 099, India","19 km to city centre
2.1 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs20,302",Good 7.8,,Mumbai,12/02/2021,18/02/2021
626,Courtyard by Marriott Mumbai International Airport,"CTS 215, Andheri Kurla Road, Andheri-East, Mumbai, Maharashtra, 400 059, India","20 km to city centre
1.9 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs21,050",,,Mumbai,12/02/2021,18/02/2021
627,Hotel Royal Inn Mahalaxmi,"Saat Rasta, Mumbai, MH, 400011, India",,Free parkingRestaurant,"Rs13,194",,,Mumbai,12/02/2021,18/02/2021
628,The Westin Mumbai Garden City,"International Business Park, Oberoi Garden City, Goregaon East, Mumbai, Maharashtra, 400063, India","27 km to city centre
8.3 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingAirport transferSpaGymRestaurant,"Rs30,996",,,Mumbai,12/02/2021,18/02/2021
629,"President, Mumbai - IHCL SeleQtions","90 Cuffe Parade, Colaba, Mumbai, Maharashtra, 400005, India","2.3 km to city centre
21 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingPet-friendlyAirport transferSpaRestaurant,"Rs36,500",,,Mumbai,12/02/2021,18/02/2021
630,"President, Mumbai - IHCL SeleQtions","90 Cuffe Parade, Colaba, Mumbai, Maharashtra, 400005, India","2.3 km to city centre
21 km to Chhatrapati Shivaji International Airport (BOM)",PoolFree parkingPet-friendlyAirport transferSpaRestaurant,"Rs36,500",,,Mumbai,12/02/2021,18/02/2021
631,Hotel Crawford Inn,"5th to 9th floor, B - Shalimar Estates, Dr. D. N. Road, Near Crawford Market, Mumbai, Maharashtra, 400001, India","1.5 km to city centre
18 km to Chhatrapati Shivaji International Airport (BOM)",Parking availableAirport transferRestaurant,"Rs14,280",,,Mumbai,12/02/2021,18/02/2021
632,Boutique Hotel Bawa Suites,"352, Linking Road, Khar West, Mumbai, Mumbai, Maharashtra, 400052, India","16 km to city centre
5.2 km to Chhatrapati Shivaji International Airport (BOM)",Free parkingBathtub,"Rs23,040",,,Mumbai,12/02/2021,18/02/2021
